Date,Open,High,Low,Close,Adj Close,Volume
1997-06-01,0.07552099972963333,0.0854170024394989,0.06875000149011612,0.07708299905061722,0.07708299905061722,1063272000
1997-07-01,0.07708299905061722,0.12864600121974945,0.07552099972963333,0.11979199945926666,0.11979199945926666,2172288000
1997-08-01,0.1171879991889,0.12083300203084946,0.09687499701976776,0.11692699790000916,0.11692699790000916,638136000
1997-09-01,0.1171879991889,0.24062499403953552,0.11562500149011612,0.21692700684070587,0.21692700684070587,2157240000
1997-10-01,0.22187499701976776,0.2750000059604645,0.17604200541973114,0.25416699051856995,0.25416699051856995,2103744000
1997-11-01,0.26093798875808716,0.26093798875808716,0.18333299458026886,0.20624999701976776,0.20624999701976776,1355952000
1997-12-01,0.2119790017604828,0.2520830035209656,0.20677100121974945,0.2510420083999634,0.2510420083999634,1299648000
1998-01-01,0.25,0.26718801259994507,0.20729200541973114,0.24583299458026886,0.24583299458026886,2241600000
1998-02-01,0.24739600718021393,0.33177098631858826,0.23854200541973114,0.3208329975605011,0.3208329975605011,2612424000
1998-03-01,0.31614598631858826,0.3677079975605011,0.29166701436042786,0.35637998580932617,0.35637998580932617,4136376000
1998-04-01,0.35520800948143005,0.41666701436042786,0.3213540017604828,0.3822920024394989,0.3822920024394989,7097376000
1998-05-01,0.38645800948143005,0.3994790017604828,0.33229199051856995,0.3671880066394806,0.3671880066394806,3497400000
1998-06-01,0.3666670024394989,0.8729169964790344,0.34375,0.831250011920929,0.831250011920929,11677572000
1998-07-01,0.848438024520874,1.225000023841858,0.7854170203208923,0.9239580035209656,0.9239580035209656,13278936000
1998-08-01,0.9145830273628235,1.1458330154418945,0.6927080154418945,0.6979169845581055,0.6979169845581055,8812152000
1998-09-01,0.6343749761581421,1.0,0.5416669845581055,0.9302080273628235,0.9302080273628235,13556712000
1998-10-01,0.8999999761581421,1.0817710161209106,0.6666669845581055,1.0536459684371948,1.0536459684371948,10088892000
1998-11-01,1.0677080154418945,1.9427080154418945,1.006250023841858,1.600000023841858,1.600000023841858,13035792000
1998-12-01,1.5458329916000366,3.015625,1.5166670083999634,2.6770830154418945,2.6770830154418945,14484360000
1999-01-01,2.730729103088379,4.978125095367432,2.31406307220459,2.92343807220459,2.92343807220459,12926976000
1999-02-01,2.9437499046325684,3.25,2.106250047683716,3.203125,3.203125,6362920000
1999-03-01,3.174999952316284,4.449999809265137,2.8499999046325684,4.304687976837158,4.304687976837158,6620200000
1999-04-01,4.484375,5.53125,3.7750000953674316,4.301562786102295,4.301562786102295,7265708000
1999-05-01,4.171875,4.176562786102295,2.612499952316284,2.96875,2.96875,6075356000
1999-06-01,2.7874999046325684,3.237499952316284,2.2437500953674316,3.128124952316284,3.128124952316284,7294948000
1999-07-01,3.1312499046325684,3.5625,2.4375,2.50156307220459,2.50156307220459,7773008000
1999-08-01,2.4593749046325684,3.3890628814697266,2.049999952316284,3.109375,3.109375,9181716000
1999-09-01,3.174999952316284,4.25,2.8687500953674316,3.996875047683716,3.996875047683716,6432336000
1999-10-01,3.8499999046325684,4.5,3.293750047683716,3.53125,3.53125,5086230000
1999-11-01,3.403125047683716,4.84375,3.049999952316284,4.253125190734863,4.253125190734863,5621404000
1999-12-01,4.362500190734863,5.650000095367432,3.799999952316284,3.8062500953674316,3.8062500953674316,4929522000
2000-01-01,4.074999809265137,4.574999809265137,2.921875,3.2281250953674316,3.2281250953674316,5244180000
2000-02-01,3.375,4.296875,3.153125047683716,3.4437499046325684,3.4437499046325684,4149154000
2000-03-01,3.3812499046325684,3.762500047683716,3.0,3.3499999046325684,3.3499999046325684,3131692000
2000-04-01,3.2718749046325684,3.4312500953674316,2.0406250953674316,2.7593750953674316,2.7593750953674316,3240250000
2000-05-01,2.799999952316284,3.1187500953674316,2.0218749046325684,2.4156250953674316,2.4156250953674316,2613772000
2000-06-01,2.4437499046325684,2.90625,1.6234380006790161,1.8156249523162842,1.8156249523162842,4062818000
2000-07-01,1.834375023841858,2.1968750953674316,1.3937499523162842,1.506250023841858,1.506250023841858,3970492000
2000-08-01,1.53125,2.1984379291534424,1.4656250476837158,2.075000047683716,2.075000047683716,2889294000
2000-09-01,2.106250047683716,2.481250047683716,1.774999976158142,1.921875,1.921875,2674794000
2000-10-01,1.9093749523162842,1.921875,0.96875,1.8312499523162842,1.8312499523162842,4934670000
2000-11-01,1.790624976158142,2.043750047683716,1.1062500476837158,1.234375,1.234375,3186778000
2000-12-01,1.2468750476837158,1.381250023841858,0.7437499761581421,0.778124988079071,0.778124988079071,4042258000
