,Date,Open,High,Low,Close,Adj Close,Volume,PreviousDayClosingPrice,ClosingPriceChange,ClosePricePercentChange,PreviousDayVolume,VolumeChange,VolumePercentChange
0,2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,38.22999954223633,573576400,,,,,,
1,2012-05-21,36.529998779296875,36.65999984741211,33.0,34.029998779296875,34.029998779296875,168192700,38.22999954223633,-4.200000762939453,-0.10986138669186518,573576400.0,-405383700.0,-0.7067649575540416
2,2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,31.0,101786600,34.029998779296875,-3.029998779296875,-0.0890390504844879,168192700.0,-66406100.0,-0.3948215350606774
3,2012-05-23,31.3700008392334,32.5,31.36000061035156,32.0,32.0,73600000,31.0,1.0,0.032258064516129004,101786600.0,-28186600.0,-0.2769185727787351
4,2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,33.029998779296875,50237200,32.0,1.029998779296875,0.032187461853027344,73600000.0,-23362800.0,-0.317429347826087
5,2012-05-25,32.900001525878906,32.95000076293945,31.11000061035156,31.90999984741211,31.90999984741211,37149800,33.029998779296875,-1.1199989318847656,-0.033908536883954676,50237200.0,-13087400.0,-0.2605121304531304
6,2012-05-29,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,28.84000015258789,78063400,31.90999984741211,-3.0699996948242188,-0.09620807613614557,37149800.0,40913600.0,1.1013141389724845
7,2012-05-30,28.700000762939453,29.549999237060547,27.86000061035156,28.190000534057617,28.190000534057617,57267900,28.84000015258789,-0.6499996185302734,-0.022538128123828938,78063400.0,-20795500.0,-0.2663924451151244
8,2012-05-31,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,29.600000381469727,111639200,28.190000534057617,1.4099998474121094,0.05001773042567437,57267900.0,54371300.0,0.9494201812882959
9,2012-06-01,28.88999938964844,29.149999618530273,27.38999938964844,27.719999313354492,27.719999313354492,41855500,29.600000381469727,-1.8800010681152344,-0.06351354877995741,111639200.0,-69783700.0,-0.6250824083296906
10,2012-06-04,27.200000762939453,27.649999618530273,26.440000534057617,26.899999618530273,26.899999618530273,35230300,27.719999313354492,-0.8199996948242188,-0.029581519305059034,41855500.0,-6625200.0,-0.15828744131595607
11,2012-06-05,26.700000762939453,27.760000228881836,25.75,25.8700008392334,25.8700008392334,42473400,26.899999618530273,-1.029998779296875,-0.03828991798897097,35230300.0,7243100.0,0.20559291291870907
12,2012-06-06,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,26.809999465942383,61489200,25.8700008392334,0.9399986267089844,0.036335469509665375,42473400.0,19015800.0,0.4477108025258161
13,2012-06-07,27.0,27.350000381469727,26.149999618530273,26.309999465942383,26.309999465942383,26159500,26.809999465942383,-0.5,-0.018649757924656618,61489200.0,-35329700.0,-0.5745675663368526
14,2012-06-08,26.549999237060547,27.760000228881836,26.440000534057617,27.100000381469727,27.100000381469727,38034000,26.309999465942383,0.7900009155273438,0.030026641260482823,26159500.0,11874500.0,0.4539268716909728
15,2012-06-11,27.18000030517578,28.06999969482422,26.84000015258789,27.010000228881836,27.010000228881836,28219600,27.100000381469727,-0.09000015258789062,-0.0033210387941333686,38034000.0,-9814400.0,-0.25804280380711997
16,2012-06-12,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530273,27.399999618530273,15816800,27.010000228881836,0.3899993896484375,0.01443907391127719,28219600.0,-12402800.0,-0.43951012771265363
17,2012-06-13,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,27.270000457763672,17102800,27.399999618530273,-0.12999916076660156,-0.004744494984543213,15816800.0,1286000.0,0.08130595316372458
18,2012-06-14,27.649999618530273,28.31999969482422,27.3799991607666,28.290000915527344,28.290000915527344,16855000,27.270000457763672,1.0200004577636719,0.0374037565325116,17102800.0,-247800.0,-0.014488855625979347
